id;language;extension;author;name;path;circuit;m.Width;m.Depth;m.MaxDens;m.AvgDens;m.NoP-X;m.NoP-Y;m.NoP-Z;m.TNo-P;m.NoH;m.%SpposQ;m.NoOtherSG;m.TNoSQG;m.TNoCSQG;m.NoSWAP;m.NoCNOT;m.%QInCNOT;m.AvgCNOT;m.MaxCNOT;m.NoToff;m.%QInToff;m.AvgToff;m.MaxToff;m.NoGates;m.NoCGates;m.%SGates;m.NoOr;m.NoCOr;m.%QInOr;m.%QInCOr;m.AvgOrD;m.MaxOrD;m.NoM;m.%QM;p.initialization;p.superposition;p.oracle;p.entanglement
fbd78080-88cf-46d3-9a76-d0a7fe7b7425;Python;qiskit;qiskit-community;qiskit-algorithms;Python_qiskit_qiskit-community_qiskit-algorithms_qiskit_algorithms.phase_estimators.ipe.py;"[[""H"", ""H"", ""MEASURE""]]";1.0;3.0;1.0;1.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.0;0.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0;1.0;False;True;False;False
